cod,nome,lon,lat,tipo,area_km2
942023,DIRCEU ARCOVERDE,-42.3,-9.3,pluviometrica,
942027,REMANSO,-42.0683,-9.6025,pluviometrica,
942028,SÃO RAIMUNDO NONATO,-42.9467,-8.0856,pluviometrica,
942029,LAGOA DO PADRE,-42.8972,-9.9353,pluviometrica,
942030,REMANSO,-42.0789,-9.6492,pluviometrica,
942031,GAMELEIRA,-42.845,-9.0133,pluviometrica,
943000,AÇUDE CARACOL,-43.3167,-9.2833,pluviometrica,
943010,CARACOL,-43.3333,-9.2833,pluviometrica,
943013,BALUARTE,-43.5383,-9.4781,pluviometrica,
943014,CAMPO ALEGRE DE LOURDES,-43.0253,-9.5131,pluviometrica,
943015,MANDARINO,-43.2933,-9.8386,pluviometrica,
944005,BOM JESUS DO PIAUÍ,-44.3667,-9.0667,pluviometrica,
945018,SÍTIO POÇO NOVO,-45.4767,-9.9311,pluviometrica,
945019,UHE BOA ESPERANÇA (CASTELO BRANCO) MONTANTE 2,-45.9264,-9.1131,pluviometrica,
946003,LIZARDA,-46.6728,-9.5972,pluviometrica,
946005,MORRINHOS,-46.2903,-9.6247,pluviometrica,
947001,MANSINHA,-47.3269,-9.4575,pluviometrica,
947003,UHE ESTREITO RIO DO SONO 1,-47.9314,-9.3086,pluviometrica,
947004,UHE ESTREITO RIO DO SONO 2,-47.4797,-9.9911,pluviometrica,
948000,MIRACEMA DO TOCANTINS,-48.3875,-9.5642,pluviometrica,
948001,PORTO REAL,-47.9292,-9.3069,pluviometrica,
948003,UHE LUÍS EDUARDO MAGALHÃES BARRAMENTO,-48.3697,-9.7603,pluviometrica,
948006,CGH LAGEADO MONTANTE,-48.2836,-9.8519,pluviometrica,
948007,CGH LAGEADO JUSANTE,-48.2925,-9.8319,pluviometrica,
948009,UHE LUÍS EDUARDO MAGALHÃES JUSANTE,-48.3625,-9.7442,pluviometrica,
949000,ABREULÂNDIA,-49.1553,-9.6244,pluviometrica,
949001,DOIS IRMÃOS DO TOCANTINS,-49.0642,-9.2572,pluviometrica,
949003,MARIANÓPOLIS,-49.6564,-9.8011,pluviometrica,
950000,CASEARA,-49.9589,-9.27,pluviometrica,
950001,BARREIRA DO CAMPO,-50.2108,-9.2275,pluviometrica,
950002,CANGUSSU,-49.9936,-9.9703,pluviometrica,
950003,VILA MANDII,-50.8608,-9.5353,pluviometrica,
951000,VILA RICA,-51.1228,-10.0189,pluviometrica,
954000,CACHIMBO (SERRA),-54.95,-9.3333,pluviometrica,
954001,CACHIMBO,-54.8864,-9.8186,pluviometrica,
954002,GUARANTA DO NORTE,-54.9042,-9.9756,pluviometrica,
954004,PCH BRAÇO NORTE II BARRAMENTO,-54.9867,-9.7789,pluviometrica,
954005,PCH BRAÇO NORTE IV BARAMENTO,-54.9633,-9.6836,pluviometrica,
954006,PCH BRAÇO NORTE III BARRAMENTO,-54.9739,-9.6314,pluviometrica,
954008,PCH BRAÇO NORTE III CÓRREGO QUINZE DE NOVEMBRO,-54.9458,-9.6611,pluviometrica,197.0
954009,PCH SALTO BURITI MONTANTE 2,-54.9425,-9.0308,pluviometrica,
954010,PCH BRAÇO NORTE III MONTANTE 2,-54.9039,-9.3589,pluviometrica,465.0
955000,PCH BRAÇO NORTE JUSANTE,-55.0192,-9.8386,pluviometrica,
955001,UHE TELES PIRES MONTANTE 2,-55.5767,-9.9506,pluviometrica,
956000,ALTA FLORESTA,-56.1022,-9.8703,pluviometrica,
956001,JUSANTE FOZ PEIXOTO DE AZEVEDO,-56.0186,-9.6433,pluviometrica,
956002,PARANAITA,-56.4742,-9.6939,pluviometrica,
956003,UHE TELES PIRES MONTANTE 1,-56.0231,-9.6414,pluviometrica,
956006,UHE TELES PIRES BARRAMENTO,-56.7806,-9.3506,pluviometrica,
956007,UHE TELES PIRES RIO PARANAITA,-56.6353,-9.9256,pluviometrica,
956008,UHE TELES PIRES RIO SANTA HELENA,-56.335,-9.8028,pluviometrica,
957001,NOVO PLANETA,-57.3947,-9.5664,pluviometrica,
957002,NOVA MONTE VERDE,-57.4739,-9.9769,pluviometrica,
957003,UHE TELES PIRES RIO APIACÁS,-57.0686,-9.1922,pluviometrica,
957004,UHE TELES PIRES RIO TELES PIRES JUSANTE 1,-57.0617,-9.1922,pluviometrica,
957005,UHE TELES PIRES RIO SÃO BENEDITO,-57.0264,-9.1153,pluviometrica,
958002,COLNIZA,-58.2242,-9.4561,pluviometrica,
958004,COTRIGUAÇU,-58.5642,-9.9133,pluviometrica,
961003,FÁBIO (BOLICHE),-61.9789,-9.6814,pluviometrica,
961005,PIRATININGA,-61.9347,-9.3472,pluviometrica,
961006,MACHADINHO DO OESTE,-61.9722,-9.4211,pluviometrica,
962000,MINERAÇÃO ORIENTE NOVO,-62.3939,-9.5864,pluviometrica,
962006,UHE SAMUEL RIO BRANCO,-62.9847,-9.8867,pluviometrica,
962007,UHE SAMUEL RIO PRETO DO CRESPO,-62.9506,-9.5564,pluviometrica,
963000,ARIQUEMES,-63.0569,-9.9317,pluviometrica,
963001,SANTO ANTÔNIO BR-364,-63.1619,-9.2606,pluviometrica,
963004,FAZENDA RIO BRANCO,-62.9878,-9.8872,pluviometrica,
963011,PCH JAMARI JUSANTE 1,-63.0756,-9.9347,pluviometrica,
963013,UHE SAMUEL RIO MASSANGANA,-63.2881,-9.7603,pluviometrica,
963014,PCH JAMARI JUSANTE 2,-63.1361,-9.6653,pluviometrica,
963015,TRIUNFO (MUNICÍPIO SEDE CANDEIAS DO JAMARI),-63.5156,-9.3261,pluviometrica,
964006,UHE SANTO ANTÔNIO JUSANTE CALDEIRÃO DO INFERNO,-64.6086,-9.2028,pluviometrica,
964007,UHE SANTO ANTÔNIO JACIPARANÁ VILA,-64.4014,-9.2617,pluviometrica,
964008,UHE JIRAU VELHA MUTUM-PARANÁ,-64.9342,-9.6181,pluviometrica,
964009,UHE SANTO ANTÔNIO MONTANTE JACIPARANÁ,-64.3817,-9.5011,pluviometrica,
964010,UHE JIRAU PORTO R4,-64.6264,-9.2486,pluviometrica,
965001,ABUNÃ,-65.3647,-9.7031,pluviometrica,
965008,UHE JIRAU MORADA NOVA JUSANTE,-65.5281,-9.7839,pluviometrica,
966000,NOVA CALIFÓRNIA,-66.6117,-9.7556,pluviometrica,
966001,PEDREIRAS,-65.9931,-9.6903,pluviometrica,
966002,UHE JIRAU NOVA CALIFORNIA,-66.6186,-9.8936,pluviometrica,
967000,RIO BRANCO,-67.8,-9.9758,pluviometrica,
967001,FLORIANO PEIXOTO,-67.3969,-9.0667,pluviometrica,
967002,RIO BRANCO (SBRB),-67.7833,-9.9833,pluviometrica,
967004,RESTAURANTE PORTEIRA DO AMAZONAS,-67.2822,-9.5008,pluviometrica,
967005,SANTA ROSA,-67.1392,-9.8881,pluviometrica,
967006,RIO BRANCO - UEPAE,-67.8167,-9.9667,pluviometrica,
967007,RIO BRANCO_AC Oca,-67.8067,-9.973,pluviometrica,
967008,RIO BRANCO_Centro,-67.817,-9.9698,pluviometrica,
968001,SERINGAL DA CARIDADE,-68.5772,-9.0439,pluviometrica,
968003,SERINGAL SÃO JOSÉ,-68.7239,-9.3744,pluviometrica,
968004,FAZENDA CANARI,-68.2833,-9.5667,pluviometrica,
968005,SENA MADUREIRA,-68.6597,-9.0658,pluviometrica,
969001,SERINGAL GUARANY,-68.9933,-9.1103,pluviometrica,
972000,FOZ DO BREU,-72.7025,-9.4017,pluviometrica,
974004,PUERTO VICTÓRIA,-74.9333,-9.8667,pluviometrica,
975014,CIUDAD CONSTITUCI,-75.1167,-9.75,pluviometrica,
977000,HUARI,-77.1667,-9.35,pluviometrica,
1036003,IGREJA NOVA,-36.65,-10.1167,pluviometrica,
1036004,PENEDO,-36.5833,-10.2833,pluviometrica,
1036005,PENEDO,-36.5564,-10.285,pluviometrica,
1036007,PIAÇABUÇÚ,-36.4261,-10.4064,pluviometrica,
1036009,PORTO REAL DO COLÉGIO,-36.8333,-10.1833,pluviometrica,
1036012,CORURIPE,-36.2864,-10.1286,pluviometrica,
1036013,CORURIPE,-36.1667,-10.1167,pluviometrica,
1036014,JAPARATUBA,-36.95,-10.6,pluviometrica,
1036020,USINA OUTEIRINHOS,-36.9667,-10.6333,pluviometrica,
1036021,PACATUBA (PACATIBA),-36.65,-10.45,pluviometrica,
1036025,PROPRIÁ,-36.8667,-10.2,pluviometrica,
1036055,PORTO REAL DO COLÉGIO,-36.5167,-10.2,pluviometrica,
1036062,CAMAÇARI,-36.3039,-10.0314,pluviometrica,
1036063,FAZENDA CAJUEIRO,-36.9156,-10.5781,pluviometrica,
1036064,PIAÇABUÇÚ,-36.4364,-10.4056,pluviometrica,
1036068,UHE XINGÓ JUSANTE 3,-36.825,-10.2142,pluviometrica,
1037000,QUEIMADAS,-37.6167,-10.9667,pluviometrica,
1037002,ARACAJÚ,-37.05,-10.9,pluviometrica,
1037003,AQUIDABÃ,-37.0333,-10.2667,pluviometrica,
1037004,ARACAJÚ,-37.05,-10.9167,pluviometrica,
1037007,FAZENDA BELÉM,-37.345,-10.9417,pluviometrica,
1037014,FREI PAULO,-37.5333,-10.55,pluviometrica,
1037019,AÇUDE ITABAIANA,-37.4167,-10.6833,pluviometrica,
1037025,LAGARTO,-37.6667,-10.9167,pluviometrica,
1037028,LARANJEIRAS,-37.1667,-10.8,pluviometrica,
1037034,NOSSA SENHORA DA GLÓRIA,-37.4167,-10.2167,pluviometrica,
1037036,NOSSA SENHORA DAS DORES,-37.2167,-10.5,pluviometrica,
1037043,RIACHUELO,-37.7333,-10.7333,pluviometrica,
1037045,SIMÃO DIAS (ANÁPOLIS),-37.8,-10.7333,pluviometrica,
1037049,SANTA ROSA DE LIMA (CAMBOATA),-37.1928,-10.6528,pluviometrica,
1037052,CIPÓ DE LEITE,-37.7833,-10.2,pluviometrica,
1037053,CORONEL JOÃO SÁ (IGUABA),-37.9275,-10.2839,pluviometrica,
1037054,PEDRO ALEXANDRE (VOTURUNA),-37.8939,-10.0122,pluviometrica,
1037055,PARIPIRANGA,-37.86,-10.6881,pluviometrica,
1037058,ITABAIANA,-37.4167,-10.6833,pluviometrica,
1037060,NOSSA SENHORA DAS DORES,-37.2167,-10.5,pluviometrica,
1037062,SIMÃO DIAS (ANÁPOLIS),-37.8,-10.7333,pluviometrica,
1037073,IBURA (HORTO FLORESTAL),-37.1333,-10.85,pluviometrica,
1037078,CAPELA,-37.0667,-10.4833,pluviometrica,
1037079,CORONEL JOÃO SÁ,-37.9308,-10.2831,pluviometrica,
1037080,LAGOA PRETA,-37.9025,-10.6372,pluviometrica,
1037086,ARACAJÚ_Aracaju01,-37.0533,-10.8808,pluviometrica,
1037087,ARACAJÚ_Aracaju02,-37.0742,-10.9478,pluviometrica,
1037088,ARACAJÚ_Aracaju03,-37.0558,-10.8869,pluviometrica,
1037089,ARACAJÚ_Aracaju04,-37.0744,-10.9092,pluviometrica,
1037090,MARUIM_Centro de Atividades Augusto Franco,-37.0836,-10.7349,pluviometrica,
1038000,POÇO VERDE,-38.1775,-10.7086,pluviometrica,
1038003,AÇUDE ADUSTINA,-38.0747,-10.5639,pluviometrica,
1038004,CÍCERO DANTAS,-38.3858,-10.595,pluviometrica,
1038005,FAZENDA DENTRO,-38.1394,-10.1911,pluviometrica,
1038008,JEREMOABO,-38.3528,-10.0781,pluviometrica,
1038010,MIRANDELA,-38.6167,-10.6667,pluviometrica,
1038011,MASSACARA,-38.7667,-10.4333,pluviometrica,
1038014,ROSÁRIO,-38.9833,-10.1,pluviometrica,
1038015,TUCANO,-38.7667,-10.9667,pluviometrica,
1038016,RIBEIRA DO POMBAL (POMBAL),-38.5458,-10.8233,pluviometrica,
1038018,ANTAS,-38.3314,-10.4083,pluviometrica,
1038019,BOA HORA,-38.5228,-10.9644,pluviometrica,
1038020,PASTO DE FORA,-38.45,-10.7,pluviometrica,
1038021,TUCANO,-38.7833,-10.9167,pluviometrica,
1038023,ÁGUA BRANCA,-38.6,-10.0056,pluviometrica,
1038024,Ribeira do Pombal (Curral Falso) - IT-PR-01,-38.57,-10.6961,pluviometrica,
1038025,Euclides da Cunha (Aribicé) - IT-PR-02,-38.7919,-10.5561,pluviometrica,
1038027,Ribeira do Pombal - IT-PR-04,-38.5444,-10.8217,pluviometrica,
1038028,Quijingue (BR 116 E. Cunha / Tucano) - IT-PR-05,-38.9231,-10.7136,pluviometrica,
1038029,Ribeira do Amparo (Boa Hora) - IT-PR-13,-38.5225,-10.9639,pluviometrica,
1038030,Euclides da Cunha - IT-PR-21,-38.9942,-10.5515,pluviometrica,
1038031,NOVO TRIUNFO,-38.4053,-10.3464,pluviometrica,
1039002,ANDORINHA II,-39.7828,-10.2989,pluviometrica,
1039003,CANSANÇÃO,-39.4967,-10.6667,pluviometrica,
1039005,EUCLIDES DA CUNHA (CUMBE),-39.0167,-10.5,pluviometrica,
1039006,ITIÚBA,-39.85,-10.6833,pluviometrica,
1039007,ITIÚBA (VFFLB),-39.85,-10.6833,pluviometrica,
1039008,NORDESTINA,-39.43,-10.8217,pluviometrica,
1039009,MONTE SANTO,-39.33,-10.4411,pluviometrica,
1039011,AÇUDE MONTEIRO,-39.6008,-10.8275,pluviometrica,
1039012,MONTE SANTO,-39.3333,-10.4333,pluviometrica,
1039015,QUEIMADAS,-39.6333,-10.9667,pluviometrica,
1039016,QUIJINGUE (TRIUNFO),-39.2,-10.75,pluviometrica,
1039017,SANTA ROSA,-39.8333,-10.0833,pluviometrica,
1039019,QUEIMADAS,-39.6328,-10.9742,pluviometrica,
1039025,AÇUDE JACURICI,-39.7211,-10.6514,pluviometrica,
1039026,Andorinha - IT-PR-40,-39.7822,-10.2994,pluviometrica,
1039027,BANZAÊ - SRH,-38.5694,-10.6978,pluviometrica,
1039030,Euclides da Cunha (Fazenda S. Antônio) IT-PR-06,-39.0442,-10.4036,pluviometrica,
1039031,Uauá (Fazenda Boa Vista) - IT-PR-18,-39.7047,-10.0572,pluviometrica,
1039032,Cansanção (Ambrósio) - IT-PR-19,-39.2364,-10.9847,pluviometrica,
1039033,Cansanção - IT-PR-20,-39.5425,-10.7011,pluviometrica,
1039034,Nordestina - IT-PR-22,-39.4247,-10.825,pluviometrica,
1039037,Quijingue - IT-PR-25,-39.2067,-10.7822,pluviometrica,
1039038,SANTA ROSA,-39.8683,-10.0967,pluviometrica,
1039039,ALTO REDONDO,-39.03,-10.0819,pluviometrica,
1039040,ALECRIM,-39.0469,-10.5028,pluviometrica,
1040004,JAGUARARI,-40.1975,-10.2583,pluviometrica,
1040006,MIRANGABA (RIACHUELO),-40.5753,-10.9539,pluviometrica,
1040010,PINDOBAÇU,-40.35,-10.7333,pluviometrica,
1040013,AÇUDE QUICE,-40.0103,-10.4878,pluviometrica,
1040014,AÇUDE SOHEM,-40.0939,-10.3703,pluviometrica,
1040018,SÃO TOMÉ,-40.95,-10.6,pluviometrica,
1040019,SAÚDE,-40.4,-10.9333,pluviometrica,
1040021,SENHOR DO BONFIM (ADRO),-40.1814,-10.4522,pluviometrica,
1040025,PINDOBAÇU,-40.38,-10.8025,pluviometrica,
1040026,PONTO NOVO,-40.1117,-10.8444,pluviometrica,
1040027,AÇUDE SOHÉM,-40.1147,-10.3947,pluviometrica,
1040028,ABREUS,-40.6833,-10.1,pluviometrica,
1040029,PONTO NOVO,-40.1742,-10.8539,pluviometrica,
1040030,TAQUARENDI,-40.6856,-10.8919,pluviometrica,
1040032,Jaguarari - IT-PR-28,-40.1989,-10.2678,pluviometrica,
1040033,Mirangaba - IT-PR-29,-40.5731,-10.9531,pluviometrica,
1040034,OLHO D'ÁGUA,-40.6024,-10.6986,pluviometrica,
1040035,Senhor do Bonfim (Carrapichel) - IT-PR-37,-40.1985,-10.3999,pluviometrica,
1040036,LAJES,-40.9586,-10.1853,pluviometrica,
1040037,SENHOR DO BONFIM_Centro,-40.19,-10.464,pluviometrica,
1041002,JAGUARACI,-41.5833,-10.9,pluviometrica,
1041007,CAMPO LARGO,-41.4167,-10.3833,pluviometrica,
1041013,OUROLÂNDIA,-41.0881,-10.9825,pluviometrica,
1041014,AMANIU,-41.8311,-10.325,pluviometrica,
1041015,DELFINO,-41.2061,-10.4542,pluviometrica,
1041016,POVOADO LIMOEIRO,-41.3406,-10.0469,pluviometrica,
1042001,IBITIARA (BOM SUCESSO),-42.3167,-10.4333,pluviometrica,
1042007,PILÃO ARCADO,-42.4333,-10.1667,pluviometrica,
1042012,RIO VERDE II,-42.3422,-10.9864,pluviometrica,
1042014,UHE SOBRADINHO XIQUE-XIQUE,-42.7306,-10.8172,pluviometrica,
1042015,PILÃO ARCADO,-42.4742,-10.0022,pluviometrica,
1042016,VARGEM GRANDE,-42.4132,-10.9072,pluviometrica,
1042017,BAIXA FUNDA,-42.1722,-10.6817,pluviometrica,
1042018,PILÃO ARCADO,-42.4322,-10.0717,pluviometrica,
1043004,FAZENDA SÃO JOÃO,-43.7833,-10.8,pluviometrica,
1043012,BURITIRAMA,-43.6308,-10.7286,pluviometrica,
1043013,NOVA HOLANDA,-43.4892,-10.1239,pluviometrica,
1044007,MANSIDÃO,-44.0347,-10.7164,pluviometrica,
1044008,PARNAGUÁ,-44.6414,-10.2197,pluviometrica,
1044009,LAGOA DAS COVAS,-44.2394,-10.2311,pluviometrica,
1045006,COACERAL,-45.695,-10.5622,pluviometrica,
1045007,FAZENDA EVANDRO,-45.8211,-10.5989,pluviometrica,
1045008,BARRA DO TAPUIO,-45.9486,-11.0931,pluviometrica,
1045010,FAZENDA DO BENÉ,-45.1922,-10.1533,pluviometrica,
1045011,SÍTIO BARRA DO BREJO,-45.325,-10.0442,pluviometrica,
1045013,FAZENDA ÁGUIA DE PRATA,-45.3589,-10.7486,pluviometrica,
1045014,FAZENDA CABECEIRAS DO SÃO JOSÉ,-45.5006,-10.5061,pluviometrica,
1046001,MATEIROS,-46.4186,-10.5464,pluviometrica,
1047001,NOVO ACORDO,-47.6747,-9.9606,pluviometrica,
1047002,PORTO GILÂNDIA,-47.7647,-10.7553,pluviometrica,
1047004,PONTE ALTA DO TOCANTINS,-47.5361,-10.7508,pluviometrica,
1047005,PCH ISAMU IKEDA RIO PONTE ALTA,-47.6803,-10.7506,pluviometrica,
1047006,PCH ISAMU IKEDA MONTANTE 1,-47.7675,-10.8353,pluviometrica,
1047008,PCH ISAMU IKEDA JUSANTE,-47.7922,-10.6942,pluviometrica,
1047009,UHE ESTREITO RIO PONTE ALTA,-47.5372,-10.7461,pluviometrica,
1047010,UHE ESTREITO RIO DAS BALSAS,-47.8272,-10.0017,pluviometrica,
1048000,FÁTIMA,-48.9022,-10.7636,pluviometrica,
1048001,PARAÍSO DO TOCANTINS,-48.8906,-10.1653,pluviometrica,
1048003,PALMAS,-48.4167,-10.7167,pluviometrica,
1048004,PORTO NACIONAL,-48.3833,-10.7167,pluviometrica,
1048005,TAQUARUSSU DO PORTO,-48.1625,-10.3133,pluviometrica,
1048007,UHE LUÍS EDUARDO MAGALHÃES MANGUES,-48.6369,-10.3483,pluviometrica,
1048008,UHE LUÍS EDUARDO MAGALHÃES AREIAS,-48.3483,-10.895,pluviometrica,
1049001,PIUM,-49.1792,-10.4411,pluviometrica,
1049002,PRÓXIMO BARREIRA DA CRUZ,-49.8564,-10.7344,pluviometrica,
1049003,LAGOA DA CONFUSÃO,-49.6108,-10.7817,pluviometrica,
1049014,MONTANTE EIXO TERRA NEGRA,-49.8267,-10.7892,pluviometrica,
1049015,JUSANTE EIXO TERRA NEGRA,-49.8267,-10.7897,pluviometrica,
1049016,MONTANTE EIXO DOIS RIOS,-49.8447,-10.8733,pluviometrica,
1049017,JUSANTE EIXO DOIS RIOS,-49.8442,-10.8703,pluviometrica,
1049018,MONTANTE EIXO ILHA VERDE,-49.9011,-10.6378,pluviometrica,
1049019,JUSANTE EIXO ILHA VERDE,-49.9014,-10.6372,pluviometrica,
1050000,LUCIARA,-50.6686,-11.2192,pluviometrica,
1050002,SANTA TEREZINHA,-50.5125,-10.4611,pluviometrica,
1050003,SANTA TEREZINHA_Sede da Prefeitura Municipal,-50.5093,-10.4696,pluviometrica,
1051001,PORTO ALEGRE DO NORTE,-51.6306,-10.8672,pluviometrica,
1051003,CONFRESA_Parque de Exposições Agropecuário,-51.5838,-10.6325,pluviometrica,
1051004,VILA RICA_CEI e Creche Lar Menino de Jesus,-51.1104,-10.0184,pluviometrica,
1052000,VILA SÃO JOSÉ DO XINGU,-52.7461,-10.8072,pluviometrica,
1052001,RIO COMANDANTE FONTOURA,-52.1833,-10.5547,pluviometrica,
1053001,FAZENDA SANTA EMÍLIA,-53.6067,-10.5592,pluviometrica,
1054000,AGROPECUÁRIA CAJABI,-54.5461,-10.7461,pluviometrica,
1054001,MATUPÁ,-54.9167,-10.25,pluviometrica,
1054002,MATUPÁ,-54.9189,-10.1503,pluviometrica,
1054003,PEIXOTO DE AZEVEDO_Escola Mun. Dom Helder Câmara,-54.9826,-10.2484,pluviometrica,
1055000,ESTRADA CUIABÁ - SANTARÉM,-54.9711,-10.2203,pluviometrica,
1055001,INDECO,-55.57,-10.1125,pluviometrica,
1055002,COLIDER,-55.4486,-10.7986,pluviometrica,
1055004,TERRA NOVA DO NORTE,-55.1033,-10.6044,pluviometrica,
1055005,UHE COLÍDER METEOROLÓGICA,-55.7781,-10.9547,pluviometrica,
1055006,NOVA CANAÃ DO NORTE_Escola Mun. Infantil tipo B,-55.9481,-10.5564,pluviometrica,
1056001,ESTÂNCIA BURITI,-56.4172,-10.3894,pluviometrica,
1056002,PCH DA FAZENDA JUSANTE,-56.9839,-10.3264,pluviometrica,
1056003,PCH CABEÇA DE BOI MONTANTE 2,-56.5181,-10.6389,pluviometrica,
1056004,PCH CABEÇA DE BOI MONTANTE 1,-56.8881,-10.3711,pluviometrica,
1056005,PCH CABEÇA DE BOI RIO TAPAIUNA,-56.9742,-10.5231,pluviometrica,
1056006,UHE SALTO APIACÁS BARRAMENTO,-56.9822,-10.3394,pluviometrica,
1057001,TRIVELATO,-57.1331,-9.9417,pluviometrica,
1057003,PCH CABEÇA DE BOI RIO CABEÇA DE BOI,-57.2683,-10.4361,pluviometrica,
1057004,CGH FAZENDA MODELO BARRAMENTO,-57.895,-10.5269,pluviometrica,
1058002,NÚCLEO ARIEL,-58.2489,-9.8564,pluviometrica,
1058003,JURUENA,-58.5017,-10.3125,pluviometrica,
1058004,NOVO TANGARA,-58.8033,-10.8342,pluviometrica,
1058005,VALE DO NATAL,-58.8678,-10.5886,pluviometrica,
1058006,RIO ARINOS,-58.0039,-10.6397,pluviometrica,
1059000,HUMBOLDT,-59.4517,-10.1753,pluviometrica,
1059001,PCH FAXINAL II MONTANTE,-59.4686,-10.1986,pluviometrica,
1059002,CGH FAXINAL I JUSANTE,-59.4686,-10.1986,pluviometrica,
1059004,UHE DARDANELOS MONTANTE,-59.4719,-10.1831,pluviometrica,
1059006,UHE DARDANELOS BARRAMENTO,-59.4606,-10.1611,pluviometrica,
1059007,UHE DARDANELOS JUSANTE,-59.4378,-10.1106,pluviometrica,
1059008,UHE DARDANELOS RIBEIRÃO TABOCA,-59.3936,-10.2533,pluviometrica,
1060001,FAZENDA MUIRAQUITA,-60.5572,-10.4344,pluviometrica,
1061002,FAZENDA CASTANHAL,-61.0453,-10.3969,pluviometrica,
1061003,RONDOMINAS (BARROCAS),-62.0014,-10.5169,pluviometrica,
1062000,OURO PRETO DO OESTE,-62.2372,-10.7267,pluviometrica,
1062001,JARU,-62.4656,-10.4458,pluviometrica,
1062002,SERINGAL 70,-62.6272,-10.2364,pluviometrica,
1062003,MIRANTE DA SERRA,-62.6561,-11.0036,pluviometrica,
1062004,THEOBROMA,-62.3458,-10.2364,pluviometrica,
1062008,PCH CANAÃ MONTANTE 2,-62.9894,-10.2542,pluviometrica,
1062009,PCH CANAÃ MONTANTE 1,-62.9975,-10.0831,pluviometrica,
1062010,GOVERNADOR JORGE TEIXEIRA,-62.6711,-10.5506,pluviometrica,
1063000,ESCOLA CARAMURÚ,-63.6461,-10.505,pluviometrica,
1063001,MINERAÇÃO PONTE MASSANGANA,-63.2875,-9.7608,pluviometrica,
1063002,BURITIS,-63.7358,-10.2806,pluviometrica,
1063004,PCH CANAÃ JUSANTE,-63.0622,-10.0183,pluviometrica,
1063005,PCH SANTA CRUZ DE MONTE NEGRO MONTANTE 2,-63.2594,-10.4719,pluviometrica,
1063006,PCH SANTA CRUZ DE MONTE NEGRO MONTANTE 1,-63.2358,-10.4375,pluviometrica,
1063007,PCH SANTA CRUZ DE MONTE NEGRO BARRAMENTO,-63.2311,-10.2303,pluviometrica,
1063008,PCH SANTA CRUZ DE MONTE NEGRO JUSANTE,-63.1114,-10.2056,pluviometrica,
1063009,PCH JAMARI RIO CANAÃ,-63.1111,-10.205,pluviometrica,
1063010,BURITÍS,-63.8042,-10.1742,pluviometrica,
1065002,GUAJARÁ-MIRIM,-65.3478,-10.7925,pluviometrica,
1065006,GUAYARAMERIN (AASANA),-65.3486,-10.8167,pluviometrica,
1065008,UHE JIRAU JUSANTE RIO BENI,-65.3569,-10.3475,pluviometrica,
1065009,UHE JIRAU GUAJARÁ-MIRIM,-65.3478,-10.7931,pluviometrica,
1065010,UHE SANTO ANTÔNIO JUSANTE RIO BENI,-65.3614,-10.3569,pluviometrica,
1067002,PLÁCIDO DE CASTRO,-67.1886,-10.3242,pluviometrica,
1067003,VILA CAPIXABA,-67.6767,-10.5758,pluviometrica,
1068000,XAPURI,-68.5067,-10.6497,pluviometrica,
1069000,ASSIS BRASIL,-69.5656,-10.9436,pluviometrica,
1069002,INAPARI,-69.6,-10.95,pluviometrica,
1069003,INAPARI,-69.6,-10.95,pluviometrica,
1074004,PUERTO BERMUDEZ,-74.9,-10.3,pluviometrica,
1075036,HUANCABAMBA,-75.55,-10.3833,pluviometrica,
1075037,ESPERANZA,-75.25,-10.0167,pluviometrica,
1075038,MEZA PATA,-75.3833,-10.7167,pluviometrica,
1075039,SAN MIGUEL DE BO,-75.15,-10.6333,pluviometrica,
1076028,SURASACA,-76.7833,-10.5167,pluviometrica,
1137001,SALGADO,-37.4783,-11.0303,pluviometrica,
1237000,CORTE GRANDE,-37.7564,-12.0575,pluviometrica,
1237003,JANGADO,-37.9417,-12.1303,pluviometrica,
1238000,TIRIRICA,-38.0567,-12.5703,pluviometrica,
1238003,SANTANA DE CATU,-38.3833,-12.3667,pluviometrica,
1238006,ALAGOINHAS,-38.4242,-12.1489,pluviometrica,
1137011,BONFIM,-37.85,-11.05,pluviometrica,
1137015,ESTÂNCIA,-37.45,-11.2667,pluviometrica,
1137017,ESTÂNCIA,-37.4431,-11.2667,pluviometrica,
1137020,ITABAIANINHA,-37.7833,-11.2667,pluviometrica,
1137021,ITABAIANINHA,-37.8167,-11.2667,pluviometrica,
1137027,ITANHY,-37.5661,-11.5419,pluviometrica,
1137028,ESPLANADA,-37.95,-11.7833,pluviometrica,
1137029,CONDE,-37.6114,-11.8131,pluviometrica,
1137030,TIMBÓ (VFFLB),-37.9667,-11.75,pluviometrica,
1137032,RIO REAL (SMB),-37.9333,-11.4667,pluviometrica,
1137033,RIO REAL,-37.9333,-11.4667,pluviometrica,
1137038,RIACHÃO DO DANTAS (AGRO-PEC.),-37.7333,-11.0667,pluviometrica,
1137039,ALTAMIRA (IAA),-37.8167,-11.7667,pluviometrica,
1137042,FAZENDA TRIANON,-37.9369,-11.655,pluviometrica,
1137043,USINA ALTAMIRA,-37.8036,-11.7683,pluviometrica,
1138001,NOVA SOURE,-38.4833,-11.2333,pluviometrica,
1138002,INHAMBUPE,-38.3481,-11.7828,pluviometrica,
1138003,INHAMBUPE,-38.35,-11.7833,pluviometrica,
1138006,ITAPICURU,-38.2167,-11.3,pluviometrica,
