cod,nome,lon,lat,tipo,area_km2
2750050,LAGES_São Miguel,-50.1696,-27.4895,pluviometrica,
2750051,LAGES_Morro do Pandolfo,-50.2229,-27.4876,pluviometrica,
2750052,MIRIM DOCE_Pinhalzinho,-50.122,-27.213,pluviometrica,
2750053,MIRIM DOCE_Volta Grande,-50.177,-27.192,pluviometrica,
2750054,OTACÍLIO COSTA_Prefeitura Municipal,-50.1183,-27.4825,pluviometrica,
2750055,PONTE ALTA DO NORTE_Ponte Alta do Norte,-50.467,-27.156,pluviometrica,
2750056,SÃO JOSÉ DO CERRITO_Prefeitura Municipal,-50.5783,-27.6592,pluviometrica,
2750057,TAIÓ_Santo Antonio,-50.0339,-27.0669,pluviometrica,
2750058,TAIÓ_Margem Esquerda,-50.0369,-27.1569,pluviometrica,
2750059,CGH CAVEIRAS BARRAMENTO,-50.4794,-27.8117,pluviometrica,
2750065,PCH ADO POPINHAK JUSANTE,-50.5225,-27.4881,pluviometrica,
2750066,CGH WILLY FALLER MONTANTE,-50.9481,-27.7769,pluviometrica,
2750067,PCH ADO POPINHAK PONTE ALTA DO SUL,-50.3917,-27.4858,pluviometrica,
2750068,CGH MAROMBAS I MONTANTE 2,-50.6097,-27.1917,pluviometrica,1088.0
2750069,CGH MAROMBAS I MONTANTE 1,-50.6175,-27.1925,pluviometrica,1088.0
2750070,CGH MAROMBAS I BARRAMENTO,-50.6175,-27.1961,pluviometrica,1088.0
2750071,CGH MAROMBAS II BARRAMENTO,-50.635,-27.2044,pluviometrica,2000.0
2750072,UHE SÃO ROQUE MONTANTE 1,-50.1478,-27.4842,pluviometrica,
2750073,UHE SÃO ROQUE RIO MAROMBAS,-50.6653,-27.2167,pluviometrica,
2750074,UHE SÃO ROQUE BARRAMENTO,-50.8122,-27.4875,pluviometrica,
2750075,CGHs BRUNO HIDRICH NETO E CURT LINDNER MONTANTE,-50.1872,-27.0289,pluviometrica,
2750076,CGH ALIRIO SENS JUSANTE,-50.7217,-27.0958,pluviometrica,
2750077,CGH BRUNO HEIDRICH JUSANTE,-50.0875,-27.0964,pluviometrica,
2750078,CAMPO BELO DO SUL - FAZ. CAMPO BELO,-50.7433,-27.6703,pluviometrica,
2750079,MONTE CARLO - FAZENDA BOA VISTA,-50.9975,-27.2308,pluviometrica,
2750080,FRAIBURGO - BUTIÁ VERDE,-50.8239,-27.04,pluviometrica,
2750081,FRAIBURGO - FAZ. LIBERATA,-50.9053,-27.0814,pluviometrica,
2750082,FREI ROGERIO - NÚCLEO CELSO RAMOS,-50.7539,-27.1936,pluviometrica,
2750083,VARGEM - CENTRO,-50.9825,-27.4947,pluviometrica,
2750084,BRUNÓPOLIS - CENTRO,-50.8436,-27.31,pluviometrica,
2750085,PONTE ALTA DO NORTE - ESTR. GERAL TAITI,-50.4644,-27.1611,pluviometrica,
2750086,SÃO CRISTOVÃO DO SUL - PARQUE DA OVELHA,-50.4486,-27.2531,pluviometrica,
2750087,OTACÍLIO COSTA - ÁGUAS PARADAS,-50.1267,-27.4167,pluviometrica,
2750088,PALMEIRA - CERRO ALTO,-50.1419,-27.6092,pluviometrica,
2750089,CURITIBANOS - UFSC,-50.5031,-27.2736,pluviometrica,
2750090,LAGES - EE_EPAGRI/AUTOMATIZADA,-50.3283,-27.8092,pluviometrica,
2750091,MIRIM DOCE - VOLTA GRANDE,-50.1739,-27.1906,pluviometrica,
2750092,PCH PASSO MANSO JUSANTE,-50.1011,-27.0569,pluviometrica,
2751001,ANITA GARIBALDI,-51.1294,-27.6922,pluviometrica,
2751002,UHE CAMPOS NOVOS BARRAMENTO,-51.3256,-27.6064,pluviometrica,
2751003,CAPINZAL (RVPSC),-51.6167,-27.35,pluviometrica,
2751004,JOAÇABA,-51.5003,-27.1717,pluviometrica,
2751006,PAIM FILHO,-51.7378,-27.7125,pluviometrica,
2751007,SANANDUVA,-51.7836,-27.9828,pluviometrica,
2751008,PCH FORQUILHA BARRAMENTO,-51.7483,-27.6589,pluviometrica,
2751011,IRANI,-51.9122,-27.0511,pluviometrica,
2751012,CAPINZAL,-51.6083,-27.3422,pluviometrica,
2751015,BARRACÃO,-51.4547,-27.6786,pluviometrica,
2751016,VIDEIRA,-51.15,-27.15,pluviometrica,
2751017,CLEMENTE ARGOLO,-51.4544,-28.0058,pluviometrica,
2751018,MARCELINO RAMOS,-51.9031,-27.4647,pluviometrica,
2751021,JABORÁ,-51.7439,-27.1728,pluviometrica,
2751022,IRAKITAN,-51.0389,-27.1458,pluviometrica,
2751025,PINHAL DA SERRA,-51.1836,-27.8908,pluviometrica,
2751028,UHE MACHADINHO JUSANTE,-51.8106,-27.5206,pluviometrica,
2751029,UHE ITÁ RIO DO PEIXE,-51.6117,-27.3392,pluviometrica,
2751030,UHE ITÁ RIO APUAÊ,-51.8578,-27.5619,pluviometrica,
2751031,UHE MACHADINHO RIO FORQUILHA,-51.7544,-27.8786,pluviometrica,
2751034,CELSO RAMOS,-51.3319,-27.635,pluviometrica,
2751037,CONCÓRDIA,-51.9914,-27.3131,pluviometrica,
2751038,VIDEIRA,-51.1603,-27.0297,pluviometrica,
2751039,PCH ESMERALDA ARROIO SÃO  JOAQUIM,-51.3814,-27.8572,pluviometrica,
2751040,PCH ESMERALDA MONTANTE 2,-51.3375,-27.9631,pluviometrica,
2751041,PCH ESMERALDA MONTANTE 1,-51.3761,-27.8194,pluviometrica,
2751042,CAMPOS NOVOS,-51.2175,-27.3842,pluviometrica,
2751043,PCH OURO MONTANTE,-51.4889,-27.6433,pluviometrica,
2751044,PCH SÃO BERNARDO BARRAMENTO,-51.3133,-27.7381,pluviometrica,
2751045,PCH SALTO GÓES MONTANTE 1,-51.2578,-27.0881,pluviometrica,
2751046,PCH SALTO GÓES JUSANTE,-51.325,-27.11,pluviometrica,
2751047,UHE BARRA GRANDE BARRAMENTO,-51.1917,-27.78,pluviometrica,
2751048,PCH FORQUILHA MONTANTE 2,-51.7369,-27.6786,pluviometrica,
2751050,CGH PITO BARRAMENTO,-51.3539,-27.5828,pluviometrica,
2751051,CAPINZAL_Centro,-51.614,-27.3435,pluviometrica,
2751052,IRANI_Creche Neri Terezinha Guareschi,-51.8934,-27.0224,pluviometrica,
2751053,JOAÇABA_PSF Nossa Senhora de Lourdes,-51.5136,-27.1811,pluviometrica,
2751054,TANGARÁ_Centro,-51.2453,-27.1047,pluviometrica,
2751055,VIDEIRA_EEB Prefeito Waldemar Kleinubing,-51.1548,-27.0092,pluviometrica,
2751056,VIDEIRA_Oficina da Prefeitura,-51.1407,-27.0202,pluviometrica,
2751057,VIDEIRA_Aeroporto Municipal Angelo Ponzoni,-51.141,-27.0004,pluviometrica,
2751058,VIDEIRA_ESF Bairro Rio das Pedras,-51.0697,-27.0046,pluviometrica,
2751059,CGH AGUDO BARRAMENTO,-51.5081,-27.5253,pluviometrica,
2751060,CGH SALTO DO LEÃO BARRAMENTO,-51.4767,-27.3147,pluviometrica,
2751062,PCH TUPITINGA BARRAMENTO,-51.4233,-27.5322,pluviometrica,
2751063,COOPERATIVA TRITÍCOLA SANANDUVA,-51.7956,-27.9589,pluviometrica,1.0
2751064,PCH BARRA DO LEÃO BARRAMENTO,-51.5522,-27.2975,pluviometrica,
2751066,PARQUE DE EVENTOS PINHAL DA SERRA,-51.1769,-27.8792,pluviometrica,9.0
2751067,PCH FORQUILHA IV BARRAMENTO,-51.7508,-27.6147,pluviometrica,
2751068,PCH LINHA RICA BARRAMENTO,-51.4069,-27.1194,pluviometrica,
2751069,PCH LACERDÓPOLIS MONTANTE,-51.5467,-27.2644,pluviometrica,
2751070,PCH ALTO ALEGRE MONTANTE,-51.6558,-27.3417,pluviometrica,
2751072,CGH IVO SILVEIRA BARRAMENTO,-51.44,-27.5411,pluviometrica,
2751073,CGH MARIO FETT JUSANTE,-51.5261,-27.2031,pluviometrica,
2751074,CGH LAJE DE PEDRA JUSANTE,-51.9942,-27.1228,pluviometrica,
2751075,PCH PIRA MONTANTE,-51.7625,-27.4019,pluviometrica,
2751076,CGH SANTA ANNA BARRAMENTO,-51.4442,-27.1325,pluviometrica,
2751077,CGH SÃO CLEMENTE BARRAMENTO,-51.8881,-27.1106,pluviometrica,
2751078,CGH CAMBOATÁ MONTANTE,-51.3219,-27.3333,pluviometrica,
2751079,CGH SPESSATTO BARRAMENTO,-51.4778,-27.3175,pluviometrica,
2751080,MONTANTE - BARRAGEM CONCÓRDIA,-51.9878,-27.2272,pluviometrica,
2751081,TANGARÁ - MARARI,-51.1242,-27.2225,pluviometrica,
2751082,CAMPOS NOVOS - CETRECAMPO/EPAGRI,-51.2161,-27.3836,pluviometrica,
2751083,ZORTEA - LINHA POUSO ALTO,-51.5442,-27.5297,pluviometrica,
2751084,ABDON BATISTA - LINHA SÃO JOSÉ,-51.0297,-27.6231,pluviometrica,
2751085,IBIAM - LINHA SANTA LUCIA,-51.235,-27.1739,pluviometrica,
2751086,VIDEIRA - CE_EPAGRI,-51.135,-27.0358,pluviometrica,
2751087,OURO - LINHA SÃO JOSÉ,-51.6289,-27.3469,pluviometrica,
2751088,VIDEIRA - EE_VIDEIRA/AUTOMATIZADA,-51.1494,-27.0247,pluviometrica,
2751089,CAMPOS NOVOS - CETRECAMPOS_EPAGRI/AUTOMATIZADA,-51.2156,-27.3942,pluviometrica,
2751090,PINHEIRO PRETO,-51.2028,-27.0381,pluviometrica,
2751091,CELSO RAMOS  -  COMUNIDADE IMACULADA CONCEIÇÃO,-51.3289,-27.6342,pluviometrica,
2751092,VIDEIRA - APICULTURA - COLMEIA 2,-51.1489,-27.0242,pluviometrica,
2751093,PIRATUBA,-51.7661,-27.4344,pluviometrica,
2751094,PCH SÃO CARLOS JUSANTE,-51.5808,-27.3008,pluviometrica,
2751095,CGH ANTUNES MONTANTE,-51.1936,-27.6542,pluviometrica,
2751097,CGH IBICUÍ II JUSANTE,-51.1767,-27.5136,pluviometrica,
2752001,INHUPACÁ,-52.5167,-27.95,pluviometrica,
2752005,CONCORDIA,-51.9933,-27.3144,pluviometrica,
2752006,EREBANGO,-52.3047,-27.8542,pluviometrica,
2752012,RONDA ALTA,-52.8,-27.7833,pluviometrica,
2752013,SARANDI,-52.9167,-27.9333,pluviometrica,
2752016,CHAPECÓ,-52.6353,-27.0903,pluviometrica,
2752017,ITATIBA DO SUL,-52.4544,-27.3889,pluviometrica,
2752019,ERECHIM - IPAGRO,-52.2758,-27.6294,pluviometrica,
2752020,UHE PASSO FUNDO BARRAMENTO,-52.7425,-27.5539,pluviometrica,
2752021,GAURAMA,-52.0928,-27.5872,pluviometrica,
2752023,UHE PASSO FUNDO - IPAGRO,-52.5192,-27.5497,pluviometrica,
2752026,JACUTINGA,-52.5231,-27.7314,pluviometrica,
2752027,UHE PASSO FUNDO MONTANTE,-52.5858,-27.9464,pluviometrica,
2752029,CHAPECÓ,-52.6339,-27.0906,pluviometrica,
2752031,PCH ARVOREDO JUSANTE,-52.4636,-27.0719,pluviometrica,
2752032,UHE FOZ DO CHAPECÓ NONOAI,-52.7872,-27.3325,pluviometrica,
2752035,UHE ITÁ ERECHIM PLU,-52.3203,-27.6575,pluviometrica,
2752037,UHE MONJOLINHO CRUZALTENSE,-52.5842,-27.6694,pluviometrica,
2752038,UHE MONJOLINHO NONOAI,-52.7797,-27.4822,pluviometrica,
2752039,PCH ALBANO MACHADO JUSANTE,-52.8031,-27.4964,pluviometrica,
2752040,PCH RODEIO BONITO JUSANTE,-52.4875,-27.1133,pluviometrica,
2752041,CGH RIO TIGRE JUSANTE,-52.7775,-27.1458,pluviometrica,
2752042,ÁGUAS DE CHAPECO_Centro,-52.9867,-27.0697,pluviometrica,
2752043,CHAPECÓ_Prefeitura Municipal,-52.6108,-27.1125,pluviometrica,
2752044,CHAPECÓ_Vila Real,-52.6081,-27.0689,pluviometrica,
2752045,CONCORDIA_Grupo Escolar Mun. Nossa Sra da Salete,-52.0149,-27.2164,pluviometrica,
2752046,CONCORDIA_Santa Cruz,-52.0347,-27.223,pluviometrica,
2752047,CONCORDIA_Edifício das Crianças,-52.0225,-27.2356,pluviometrica,
2752048,CONCORDIA_Parque de Exposição,-52.0004,-27.2261,pluviometrica,
2752049,IPUMIRIM_Prefeitura Municipal,-52.1338,-27.0752,pluviometrica,
2752050,ITA_Prefeitura Municipal,-52.3399,-27.2742,pluviometrica,
2752051,LINDOIA DO SUL_Prefeitura Municipal,-52.0826,-27.0519,pluviometrica,
2752052,SEARA_Secretaria Municipal da Agricultura,-52.3083,-27.1505,pluviometrica,
2752053,SEARA_São Rafael,-52.2849,-27.0836,pluviometrica,
2752054,ERECHIM_Paiol Grande,-52.3116,-27.6367,pluviometrica,
2752055,ERECHIM_Cristo Rei,-52.2619,-27.6621,pluviometrica,
2752056,ERECHIM_Atlantico,-52.2375,-27.6416,pluviometrica,
2752057,ERECHIM_Centro,-52.2748,-27.6351,pluviometrica,
2752058,PCH RIO DOS ÍNDIOS JUSANTE,-52.7944,-27.2456,pluviometrica,
2752060,COOPAC CONSTANTINA,-52.9781,-27.7253,pluviometrica,2.0
2752061,AGROP. PAPAGAIO CHARÃO SARANDI,-52.82,-27.9253,pluviometrica,17.0
2752062,PREFEITURA BARRA DO RIO AZUL,-52.4156,-27.41,pluviometrica,11.0
2752064,UHE MONJOLINHO RIO ERECHIM,-52.6781,-27.5703,pluviometrica,1022.0
2752065,CGH RAFAEL ARABUTÃ BARRAMENTO,-52.1747,-27.1008,pluviometrica,
2752066,CGH ARABUTÃ BARRAMENTO,-52.1617,-27.1703,pluviometrica,
2752067,CGH UVAIÁ BARRAMENTO,-52.3456,-27.2567,pluviometrica,
2752068,CGH ÍNDIO CONDÁ JUSANTE,-52.7225,-27.1533,pluviometrica,
2752069,CGH JACUTINGA MONTANTE,-52.0444,-27.145,pluviometrica,
2752070,CGH BOM RETIRO CHAPECÓ BARRAMENTO,-52.7383,-27.1678,pluviometrica,
2752071,CGH PARISOTTO BARRAMENTO,-52.77,-27.1581,pluviometrica,
2752073,BARRAGEM CONCÓRDIA,-52.0,-27.2261,pluviometrica,
2752074,PONTE R. JOÃO SUZIN MARINI,-52.0158,-27.2253,pluviometrica,
2752075,FOZ DO RIO CLAUDINO,-52.0175,-27.2247,pluviometrica,
2752076,CENTRO - RUA VITÓRIO CELANT,-52.0219,-27.2281,pluviometrica,
2752077,CENTRO JUSANTE - RUA ORESTES FARINA,-52.0283,-27.2308,pluviometrica,
2752078,SEARA - ESCOLA LIRA PETRY,-52.3225,-27.1583,pluviometrica,
2752079,CONCÓRDIA - CETREDIA/EPAGRI,-52.1472,-27.2044,pluviometrica,
2752080,CGH RONDINHA CHALANA BARRAMENTO,-52.7489,-27.1828,pluviometrica,
2753002,FREDERICO WESTPHALEN,-53.3975,-27.3608,pluviometrica,
2753003,IRAÍ,-53.2533,-27.1889,pluviometrica,
2753004,LINHA CESCON,-53.0278,-27.8117,pluviometrica,
2753005,PALMEIRA DAS MISSÕES,-53.4333,-27.8833,pluviometrica,
2753006,PALMITOS,-53.1569,-27.0644,pluviometrica,
2753007,SANTO AUGUSTO,-53.7764,-27.8517,pluviometrica,
2753009,TRÊS PASSOS,-53.925,-27.4514,pluviometrica,
2753010,PCH GUARITA BARRAMENTO,-53.5714,-27.6139,pluviometrica,
2753013,IPORÃ,-53.5256,-27.0014,pluviometrica,
2753014,LIBERATO SALZANO,-53.0714,-27.5992,pluviometrica,
2753015,PALMEIRA DAS MISSÕES,-53.3108,-27.9133,pluviometrica,
2753016,MIRAGUAI,-53.6925,-27.5008,pluviometrica,
2753019,IRAÍ,-53.2533,-27.1889,pluviometrica,
2753020,ITAPIRANGA,-53.6453,-27.1794,pluviometrica,
2753021,CGH LINHA GRANJA VELHA,-53.5408,-27.4233,pluviometrica,
2753022,CGH FORTALEZA MONTANTE,-53.4639,-27.4783,pluviometrica,
2753023,CGH BRAGA,-53.2731,-27.4406,pluviometrica,
2753024,BARRA DO GUARITA,-53.7297,-27.2033,pluviometrica,
2753025,CAMPO NOVO,-53.8019,-27.6875,pluviometrica,
2753026,PLANALTO,-53.0483,-27.3083,pluviometrica,
2753028,UHE FOZ DO CHAPECÓ BARRAMENTO,-53.0519,-27.1467,pluviometrica,
2753029,UHE FOZ DO CHAPECÓ CAIBI,-53.2392,-27.0747,pluviometrica,
2753030,PCH MARCO BALDO JUSANTE,-53.7869,-27.5647,pluviometrica,
2753031,PCH TAMBAÚ JUSANTE,-53.5611,-27.4303,pluviometrica,
2753032,PCH FERRADURA JUSANTE,-53.5764,-27.5589,pluviometrica,
2753039,PCH TOCA DO TIGRE JUSANTE,-53.815,-27.5347,pluviometrica,
2753040,PCH CARLOS GONZATTO PONTE TURVO,-53.7328,-27.8203,pluviometrica,
2753041,PCH CARLOS GONZATTO VILA TURVO,-53.775,-27.7086,pluviometrica,
2753042,PCH CARLOS GONZATTO JUSANTE,-53.8011,-27.6233,pluviometrica,
2753043,ITAPIRANGA_Prefeitura Municipal,-53.7111,-27.1725,pluviometrica,
2753044,MONDAÍ_Prefeitura Municipal,-53.3947,-27.1025,pluviometrica,
2753045,PALMITOS_Prefeitura Municipal,-53.1591,-27.068,pluviometrica,
2753046,IRAÍ_Centro,-53.2489,-27.1964,pluviometrica,
2753047,REDENTORA_Centro,-53.6436,-27.6624,pluviometrica,
2753048,PCH GUARITA JOÃO AMADO MONTANTE,-53.5144,-27.8344,pluviometrica,
2753049,PCH GUARITA BARRAMENTO JOÃO AMADO,-53.5575,-27.7653,pluviometrica,
2753053,PREFEITURA CERRO GRANDE,-53.1667,-27.6103,pluviometrica,2.0
2753056,CPRM - RIO GUARITA PALMITINHO,-53.6444,-27.3328,pluviometrica,2033.0
2753057,CGH RIO FORTALEZA BARRAMENTO,-53.4578,-27.4736,pluviometrica,
2753058,CGH LINHA GRANJA VELHA BARRAMENTO,-53.54,-27.4267,pluviometrica,
2753059,CGH CARLOS BEVILÁCQUA BARRAMENTO,-53.3917,-27.6028,pluviometrica,399.0
2753060,CGH DAS CABRAS BARRAMENTO,-53.5697,-27.5367,pluviometrica,
2753061,CGH FREDERICO JOÃO CERUTTI JUSANTE,-53.4314,-27.5086,pluviometrica,
2753062,ITAPIRANGA - LINHA LARANJEIRA,-53.7625,-27.1489,pluviometrica,
2753063,CAIBI - LINHA ROVERSI,-53.2623,-27.0841,pluviometrica,
2754001,ALTO URUGUAI,-54.1394,-27.3019,pluviometrica,
2754004,CGH SANTA ROSA BARRAMENTO,-54.3889,-27.7714,pluviometrica,
2754007,TRÊS DE MAIO,-54.2408,-27.7817,pluviometrica,
2754009,TUCUNDUVA,-54.4625,-27.6742,pluviometrica,
2754010,ESQUINA ARAUJO,-54.1164,-27.9681,pluviometrica,
2754012,SANTA ROSA - IPAGRO,-54.4842,-27.8639,pluviometrica,
2754013,CAMPINA DAS MISSÕES,-54.8336,-27.9875,pluviometrica,
2754014,SÃO MARTINHO,-53.9731,-27.7028,pluviometrica,
2754015,PORTO MAUÁ CONVENCIONAL,-54.6636,-27.59,pluviometrica,
2754016,CGH SANTO ANTÔNIO JUSANTE,-54.4094,-27.7294,pluviometrica,
2754019,CGH BELA UNIÃO JUSANTE,-54.3736,-27.78,pluviometrica,
2754020,CGH BURICÁ BARRAMNETO,-54.1072,-27.8969,pluviometrica,
2754021,SANTA ROSA_Glória,-54.4794,-27.8454,pluviometrica,
2754022,SANTA ROSA_Centro,-54.4456,-27.8608,pluviometrica,
2754024,CASCATA BURICÁ,-54.2333,-27.5222,pluviometrica,
2754026,CGH CAA YARI BARRAMENTO,-54.1217,-27.4286,pluviometrica,
2754027,CGH CRISSIUMAL JUSANTE,-54.1681,-27.405,pluviometrica,
2755001,PORTO LUCENA,-55.0236,-27.8544,pluviometrica,
2757002,ITA IBATE (DNCPVN),-57.3167,-27.4167,pluviometrica,
2848001,LAGUNA,-48.8,-28.4833,pluviometrica,
2848004,RIO DO PONCHE,-48.9167,-28.1,pluviometrica,
2848005,SANTA MARTA (FAROL-PWY-8),-48.8167,-28.6,pluviometrica,
2848006,VARGEM DO CEDRO,-48.9194,-28.1036,pluviometrica,
2848007,IMBITUBA,-48.7003,-28.2767,pluviometrica,
2848009,SÃO MARTINHO - JUSANTE,-48.9711,-28.1656,pluviometrica,
2848011,GAROPABA_Campo D Una,-48.674,-28.102,pluviometrica,
2848012,GAROPABA_Areias de Palhocinha,-48.6479,-28.0529,pluviometrica,
2848013,LAGUNA_USB Progresso,-48.7823,-28.4682,pluviometrica,
2848014,LAGUNA_EEB Gregório Manoel de Bem,-48.8853,-28.4849,pluviometrica,
2848015,LAGUNA_Bananal,-48.8518,-28.4284,pluviometrica,
2848016,LAGUNA_Mar Grosso,-48.7703,-28.4914,pluviometrica,
2848017,LAGUNA_Campos Verdes,-48.8106,-28.522,pluviometrica,
2848018,SÃO MARTINHO_Garagem da Prefeitura,-48.9817,-28.1647,pluviometrica,
2849005,MELEIRO,-49.6367,-28.8322,pluviometrica,
2849008,RIO PEQUENO,-49.195,-28.2094,pluviometrica,
2849009,BOM JARDIM DA SERRA,-49.6214,-28.3397,pluviometrica,
2849011,URUSSANGA,-49.315,-28.5322,pluviometrica,
2849012,ARARANGUÁ,-49.5167,-28.8833,pluviometrica,
2849014,SÃO JOAQUIM,-49.9306,-28.2744,pluviometrica,
2849019,TIMBÉ DO SUL,-49.8378,-28.835,pluviometrica,
2849020,JAGUARUNA,-49.0331,-28.6067,pluviometrica,
2849021,URUBICI,-49.5922,-28.0072,pluviometrica,
2849022,IÇARA,-49.3139,-28.7356,pluviometrica,
2849023,DESPRAIADO,-49.8078,-28.3692,pluviometrica,
2849025,SÃO JOAQUIM,-49.9333,-28.3,pluviometrica,
2849026,TURVO,-49.7019,-28.9419,pluviometrica,
2849027,TUBARÃO,-48.9911,-28.4722,pluviometrica,
2849028,PEDRAS GRANDES,-49.1825,-28.4344,pluviometrica,
2849029,SERRINHA - JUS 200 M - CASAN,-49.5511,-28.6122,pluviometrica,
2849031,SANTA ROSA DE LIMA,-49.1186,-28.0322,pluviometrica,
2849034,BARRAGEM SÃO BENTO,-49.5506,-28.6053,pluviometrica,
2849035,SILVEIRA,-49.9339,-28.6264,pluviometrica,
2849037,CGH RIO PALMEIRAS I JUSANTE,-49.2458,-28.4197,pluviometrica,
2849038,SÃO JOAQUIM - EE_EPAGRI_AUTOMATIZADA,-49.9339,-28.2764,pluviometrica,
2849039,URUSSANGA - EE_EPAGRI/AUTOMATIZADA,-49.315,-28.5328,pluviometrica,
2849040,PCH NOVA FÁTIMA JUSANTE,-49.13,-28.0492,pluviometrica,
2849041,PCH RIO FORTUNA JUSANTE,-49.1203,-28.1278,pluviometrica,
2849042,CGH SÃO MAURICIO JUSANTE,-49.1214,-28.1569,pluviometrica,
2849043,PCH BARRA DO RIO CHAPÉU BARRAMENTO,-49.1481,-28.0817,pluviometrica,
2849045,CGH INVERNADINHA MONTANTE,-49.9106,-28.4025,pluviometrica,
2849046,UHE BARRA GRANDE FAXINAL PRETO,-49.8975,-28.4456,pluviometrica,
2849047,CGH RIO PALMEIRAS II MONTANTE,-49.2853,-28.4136,pluviometrica,
2849048,ARMAZÉM_Centro,-49.0158,-28.2617,pluviometrica,
2849049,ARMAZÉM_Santa Terezinha,-49.0183,-28.2075,pluviometrica,
2849050,GRÃO PARA_Unidade Sanitária Central,-49.2136,-28.1883,pluviometrica,
2849051,ICARA_Primeiro de Maio,-49.2997,-28.7218,pluviometrica,
2849052,MORRO GRANDE_Morro Grande,-49.7197,-28.8014,pluviometrica,
2849053,NOVA VENEZA_Centro,-49.5,-28.637,pluviometrica,
2849054,ORLEANS_Centro,-49.2908,-28.3574,pluviometrica,
2849055,ORLEANS_Três Barras,-49.4564,-28.2152,pluviometrica,
2849056,ORLEANS_Rio Pinheiro de Baixo,-49.2218,-28.3173,pluviometrica,
2849057,RIO FORTUNA_Centro,-49.108,-28.136,pluviometrica,
2849058,RIO FORTUNA_Prefeitura Municipal,-49.2853,-28.0441,pluviometrica,
2849059,SANTA ROSA DE LIMA_Prefeitura Municipal,-49.1278,-28.0383,pluviometrica,
2849060,URUBICI_Centro1,-49.596,-28.016,pluviometrica,
2849061,URUBICI_Centro2,-49.595,-28.014,pluviometrica,
2849062,ARROIO DO RIO CORRENTE,-49.0203,-28.6697,pluviometrica,
2849063,LAGOA DA SERRA,-49.4325,-28.9589,pluviometrica,
2849064,BALNEÁRIO RINCÃO,-49.2606,-28.8386,pluviometrica,
2849065,PCH SANTA ROSA MONTANTE,-49.1139,-28.0017,pluviometrica,
2849066,POUSADA APARADOS DA SERRA MONTE NEGRO,-49.8206,-28.6064,pluviometrica,
2849067,PCH SEDE II MONTANTE,-53.8283,-28.4008,pluviometrica,
2849068,CGH THEODORO SCHLICKMANN JUSANTE,-49.1633,-28.2392,pluviometrica,
2849069,TIMBÉ DO SUL - FIGUEIRA,-49.9306,-28.8058,pluviometrica,
2849070,ARARANGUÁ - ETA  LAGOA DA SERRA,-49.4322,-28.96,pluviometrica,
2849071,BOM JARDIM DA SERRA - COMUNIDADE XV DIAS,-49.6386,-28.3369,pluviometrica,
2849072,NOVA VENEZA - RIO CEDRO MÉDIO,-49.5353,-28.7086,pluviometrica,
2849073,IÇARA - LINHA ZILI,-49.26,-28.7436,pluviometrica,
2849074,SÃO JOAQUIM - EE_EPAGRI,-49.9346,-28.2757,pluviometrica,
2849075,SÃO JOAQUIM - DESPRAIADO,-49.8131,-28.3592,pluviometrica,
2849076,SÃO JOAQUIM - BOAVA,-49.9439,-28.3589,pluviometrica,
2849077,SÃO JOAQUIM - CHAPADA SECA,-49.9939,-28.1961,pluviometrica,
2849078,URUBICI - MUNDO NOVO,-49.64,-28.0669,pluviometrica,
2849079,URUSSANGA - EE_EPAGRI/AUTOMATIZADA,-49.315,-28.5328,pluviometrica,
2849080,SÃO JOAQUIM - LUIZINHO,-49.8708,-28.4231,pluviometrica,
2849081,SÃO JOAQUIM - EE_EPAGRI_AUTOMATIZADA,-49.9339,-28.2764,pluviometrica,
2849082,JACINTO MACHADO - PARAGUAI,-49.7641,-28.9825,pluviometrica,
2849083,SÃO JOAQUIM - CRUZEIRO,-49.8533,-28.2511,pluviometrica,
2849084,URUPEMA - BOSSOROCA,-49.9394,-28.0528,pluviometrica,
2849085,TUBARÃO - CETUBA/EPAGRI,-49.0119,-28.4337,pluviometrica,
2849086,GRAVATAL - EPAGRI,-49.0489,-28.3336,pluviometrica,
2849087,RIO FORTUNA - RIO CAFÉ,-49.0783,-28.1511,pluviometrica,
2849088,URUSSANGA - EE_EPAGRI/METEOROLÓGICA,-49.3153,-28.5326,pluviometrica,
2850001,BOM JESUS,-50.4419,-28.6686,pluviometrica,
2850002,CAPELA SÃO JOSÉ DOS AUSENTES,-50.0689,-28.7144,pluviometrica,
2850004,COXILHA RICA,-50.4408,-28.1522,pluviometrica,
2850006,INVERNADA VELHA,-50.2964,-28.4494,pluviometrica,
2850009,PASSO TAINHAS CONVENCIONAL,-50.4561,-28.8675,pluviometrica,
2850011,VACARIA,-50.95,-28.5167,pluviometrica,
2850013,KORFF,-50.9997,-28.7667,pluviometrica,
2850014,VACARIA - IPAGRO,-50.9367,-28.5025,pluviometrica,
2850016,CAZUZA FERREIRA,-50.6542,-28.9375,pluviometrica,
2850019,BOSSOROCA,-54.9244,-28.7028,pluviometrica,
2850020,MONTE ALEGRE DOS CAMPOS,-50.7808,-28.6839,pluviometrica,
2850024,UHE BARRA GRANDE PASSO DO HONORATO,-50.5756,-28.3944,pluviometrica,
2850025,UHE BARRA GRANDE SOCORRO,-50.8333,-28.2869,pluviometrica,
2850026,UHE BARRA GRANDE SANTANA,-50.7608,-28.2628,pluviometrica,
2850027,UHE BARRA GRANDE PELOTINHAS,-50.6431,-28.2883,pluviometrica,
